JobTitle,Company,StartDate,Duration_yr,JobType
Senior Recruiter,"TubeMogul, Inc.",2014/10,0.12366867102,Other
"Vice President, Strategic Partnerships and Business Development",Taykey,2014/1,0.8716138765,Other
Sr. Delivery Consultant,Findly,2013/9,1.20586045184,Consultant
"Regional Vice President, Sales",Samba TV,2014/7,0.375723465541,Other
VP Digital Strategy,Findly,2013/11,1.03873716417,Other
Ecommerce Consultant,Qatar Airways,2013/10,1.12366867102,Consultant
"Founder, Product",iHuddle,2014/1,0.8716138765,Founder
"Advisor, Mobile Product",SMSFun (a division of the Bongo Group),2014/1,0.8716138765,Other
"Regional Vice President, eBay Sales West Coast",Triad Retail Media,2014/1,0.8716138765,Other
Sales Recruiter,MuleSoft Inc,2013/4,1.62503853403,Other
VP of Operations,Evernote,2011/7,3.37846319157,Other
"Senior Client Solutions Manager, Global Gaming Sales",Facebook,2012/7,2.37572346554,Manager
Utility Player,AssetAvenue,2014/8,0.290791958691,Other
Real Estate Investor,Zali Ventures,2014/3,0.709970040883,Other
"SVP, Managing Director",Carat USA,2014/1,0.8716138765,Other
Social Media Coordinator/MIS and Web Assistant,The Princeton University Store,2014/9,0.205860451842,Assistant
Founder/Blogger,KeepinUpWithKD,2011/5,3.54558647924,Founder
"Team Lead - Senior Sales Development, Marketing Solutions",LinkedIn,2014/7,0.375723465541,Other
Director of Custom Plush and Project Manager,Beverly Hills Teddy Bear Co.,2011/9,3.20860017787,PM
Social Media Sr. Manager,RadioShack,2014/10,0.12366867102,Manager
Digital Media Sales & Strategic Partnerships - PlayStation & Crackle,Sony Pictures Entertainment,2013/4,1.62503853403,Other
Sr. Corporate Recruiter Talent Acquisition,AnchorFree,2014/7,0.375723465541,Other
Consulting,Talkdesk,2014/6,0.457915246363,Other
West Coast Sales Director,Mashable,2011/6,3.46065497239,Other
"Director of Products, Mobile Products",Findly,2013/1,1.8716138765,Other
Account Executive,Intuit,2014/3,0.709970040883,Other
Sales Director,Legendary Entertainment,2014/5,0.542846753212,Other
Regional Sales Director,"Findly Talent, LLC",2013/5,1.54284675321,Other
Business Development Manager,AffinityLive,2012/4,2.62503853403,Manager
Senior Publicist & Brand Strategist,Sapphire Ink Public Relations,2010/2,4.78942209568,Other
"Account Director, Entertainment",Yahoo,2014/1,0.8716138765,Other
"Senior Account Manager, Sales",Twitter,2012/1,2.87435360253,Manager
Account Coordinator,AMNET Group - The Aegis trading desk,2014/1,0.8716138765,Other
Inside Sales Executive,Findly,2013/5,1.54284675321,Other
"VP, Game Sales",IGN Entertainment,2014/10,0.12366867102,Other
Marketing Coordinator,Tommy Bahama,2014/10,0.12366867102,Other
"Enterprise Sales Manager, West",RebelMouse,2014/4,0.625038534034,Manager
Executive Assistant to the CEO,Radius Intelligence,2014/10,0.12366867102,Assistant
"Partner Marketing, Sr. Manager",BrightTALK,2014/9,0.205860451842,Manager
"Vice President, Account Management",Woven Digital,2014/6,0.457915246363,Other
Account Executive,SpinMedia,2012/3,2.70997004088,Other
Regional Sales Director,SessionM,2014/2,0.78668236965,Other
Client Service Consultant,Findly,2012/10,2.12366867102,Consultant
"Director of Sales, Northwest",Tremor Video,2014/2,0.78668236965,Other
Director of Enterprise Sales,iMomentous Mobile Recruiting Solutions,2014/9,0.205860451842,Other
Executive Board Member,Care & Mercy Foundation,2014/6,0.457915246363,Other
Sales Planner,Wikia,2014/1,0.8716138765,Other
Owner,R&A Marketing,2010/1,4.87435360253,Other
"Business Development Executive, IBM Smarter Workforce",IBM,2013/7,1.37572346554,Other
Talent Community Manager,BrightRoll,2012/12,1.95654538335,Manager
Vice President Non Profit Services and Solutions,Lumity,2014/6,0.457915246363,Other
Director of Technology Services,Lumity,2013/9,1.20586045184,Other
SVP Products,Findly,2013/1,1.8716138765,Other
Inside Sales Executive,Findly,2013/1,1.8716138765,Other
SVP - IT,Findly,2013/11,1.03873716417,Other
Recruiter,Box,2012/9,2.20586045184,Other
Sales Manager,Sharethrough,2014/10,0.12366867102,Manager
Account Executive,Sharethrough,2012/10,2.12366867102,Other
Executive,Css Corp Pvt Ltd,2012/11,2.03873716417,Other
AD Operation Executive,CSS Corp,2012/11,2.03873716417,Other
"Customer Experience ""CX""  Applications Sales Manager",Oracle,2014/10,0.12366867102,Manager
"Client Staff Assistant (AAE), Brand Marketing Practice",Burson-Marsteller,2013/9,1.20586045184,Assistant
Director of Pacific North West,MediaBrix,2012/10,2.12366867102,Other
Director Sales,Findly,2012/10,2.12366867102,Other
Corporate Sales Executive,First Advantage,2012/3,2.70997004088,Other
Senior Account Manager,RadiumOne,2014/7,0.375723465541,Manager
Inventory Planning Analyst,Gap Inc.,2014/3,0.709970040883,Other
Instructor,"Miami Ad School, San Francisco",2014/7,0.375723465541,Academia
Talent Agent | Account Manager,Vitamin T,2013/6,1.45791524636,Manager
"Creative Director, Founder","RESTLESS GROUP (Restless PR, Stay Restless)",2012/3,2.70997004088,Founder
Regional Sales Executive,Yardi,2013/10,1.12366867102,Other
Senior Architect,HealthSpring,2012/9,2.20586045184,Other
Consultant,Sand Key Solutions LLC,2010/6,4.46065497239,Consultant
National Account Executive,Pandora,2014/8,0.290791958691,Other
National Account Executive,The Onion,2014/2,0.78668236965,Other
"Digital Account Executive, West Coast",Discovery Communications,2013/10,1.12366867102,Other
Recruiter / Consultant,TOP Group - Japanese Recruiting,2007/10,7.12914812307,Consultant
"Senior Director Product Management, Analytics and Big Data",Findly,2013/1,1.8716138765,Other
Junior Account Executive,DKC,2014/9,0.205860451842,Other
Freelance Special Projects Assistant,Daisy Lewellyn,2013/3,1.70997004088,Assistant
"Vice President, Ad Sales at Sony Pictures Entertainment, Playstation & Crackle",Sony Pictures Entertainment,2013/1,1.8716138765,Other
Director of Sales - West Coast,SendtoNews,2014/4,0.625038534034,Other
Technical Recruiter - Network Infrastructure,TEKsystems,2014/6,0.457915246363,Other
Sales Director,140 Proof,2014/8,0.290791958691,Other
Account Executive,YuMe,2013/7,1.37572346554,Other
CEO,Marshall's Farm Honey,1992/1,22.8880522327,CEO
Owner,Marshall's Farm Natural Honey,1992/1,22.8880522327,Other
"SVP, Account Management","Findly,  a Symphony Technology Group company",2012/10,2.12366867102,Other
Account Executive,Rocket Fuel Inc.,2013/4,1.62503853403,Other
Director of Strategic Partnerships,PAN - Performance Assessment Network,2013/11,1.03873716417,Other
Marketing & Promotions Coordinator,Telemundo Washington DC,2012/9,2.20586045184,Other
Chief Revenue Officer (CRO),Findly,2013/1,1.8716138765,Other
IT Recruiter,Bear Data Solutions,2013/10,1.12366867102,Other
Account Executive,Fox Digital Media,2010/9,4.20860017787,Other
Project Manager,"TubeMogul, Inc.",2014/9,0.205860451842,PM
Assistant Account Executive,MSLGROUP,2014/10,0.12366867102,Assistant
Inside Sales Executive,Findly,2012/11,2.03873716417,Other
Volleyball Referee,OHSAA,2013/8,1.29079195869,Other
Media and Events Coordinator,WTWH Media LLC,2012/5,2.54284675321,Other
CTO,Findly,2009/12,4.95928510938,Other
M life Guest Experience Manager,MGM Resorts International (Gold Strike Casino Resort),2013/6,1.45791524636,Manager
Media Sales Executive,Syon Publishing,2014/10,0.12366867102,Other
Account Manager,Spotify,2013/8,1.29079195869,Manager
National Digital Advertising Director,ANTENNA MEDIA (formerly H360),2013/8,1.29079195869,Other
"Sales Director, Bay Area Region",Quantcast,2014/3,0.709970040883,Other
"Director, US Advertising Sales Monster.com / Strategic Partnership Group",Monster,2010/12,3.95928510938,Other
Account Executive,The Hodges Partnership,2012/4,2.62503853403,Other
Freelance Writer,Roanoke College Public Relations Office,2011/5,3.54558647924,Other
"Director, Digital Business Development",TMP Worldwide,2013/12,0.956545383349,Other
Data Science Executive,Swipejobs,2014/5,0.542846753212,Other
Administrative Assistant II,Twitter,2014/9,0.205860451842,Assistant
Inside Sales Executive,Findly,2013/8,1.29079195869,Other
Technical Support,Intuit,2014/7,0.375723465541,Other
Technical Sourcer,Brocade,2014/3,0.709970040883,Other
Vice President - Client Success,GreenJobInterview,2008/5,6.54558647924,Other
Principal Consultant,R² Talent Consulting LLC,2014/6,0.457915246363,Consultant
Communications & Web Strategies Manager,Rensselaer County Regional Chamber of Commerce,2012/9,2.20586045184,Manager
"Director, Corporate Sales",Quantcast,2014/1,0.8716138765,Other
Account Coordinator,Mobility Public Relations,2014/8,0.290791958691,Other
Social Media Consultant,Gail Tycer Company,2013/6,1.45791524636,Consultant
"Director, West Coast Sales, Discovery Digital Networks",Discovery Communications,2012/7,2.37572346554,Other
Publicist,Allied Integrated Marketing,2014/9,0.205860451842,Other
Executive Assistant / Marketing Department Assistant,Sony Computer Entertainment America (PlayStation),2012/5,2.54284675321,Assistant
"Associate Media Director, Digital Innovations",MediaVest,2014/11,0.0387371641708,Other
National Sales Manager,IGN Entertainment,2014/3,0.709970040883,Manager
Reporter/Producer,KPBN 11 Pelican Broadcasting,2014/5,0.542846753212,Other
Radio Host,The A Game with Andrew Alexander,2014/2,0.78668236965,Other
High School Sports Reporter,The Advocate,2013/10,1.12366867102,Other
Sports Writer,DIG Magazine,2013/7,1.37572346554,Other
Co-Owner/Director of Marketing & Public Relations,Coastal Heritage LLC,2012/5,2.54284675321,Other
Board Member,Friends of the San Francisco Public Library,2014/1,0.8716138765,Other
"Manager, Ad Operations  - US DSO & MMS",Twitter,2013/7,1.37572346554,Manager
"Supervisor, Client Services",Pandora,2013/4,1.62503853403,Other
Administrative Assistant I,Texas State Securities Board,2014/11,0.0387371641708,Assistant
Summer Associate,CIBC Wealth Management,2014/5,0.542846753212,Other
Account Executive,Viggle Inc.,2014/7,0.375723465541,Other
Account Coordinator,Amnet Group U.S.- The Aegis Dentsu Network Trading Desk,2014/3,0.709970040883,Other
Assistant Media Relations Coordinator,Give to Live Community Foundation,2014/1,0.8716138765,Assistant
Freelance PR & Social Media Coordinator,La Belle Boutique,2013/1,1.8716138765,Other
Founder,Social Media Club Erie,2013/6,1.45791524636,Founder
Owner,Socialution Media,2013/1,1.8716138765,Other
Sales and Marketing Manager,Golden Goose Properties,2014/9,0.205860451842,Manager
Compliance Solutions Specialist,PlusOne Solutions,2014/5,0.542846753212,Other
Sales Director,Wikia,2011/5,3.54558647924,Other
Senior Client Strategist,Quantcast,2014/7,0.375723465541,Other
Sr. Account Executive,Conversant Inc.,2014/1,0.8716138765,Other
User Experience Researcher,"McAfee, An Intel Company",2014/7,0.375723465541,Research
Human Resource Assistant,Nordstrom,2013/8,1.29079195869,Assistant
Sales Associate,Nordstrom,2012/11,2.03873716417,Other
"Sales Director, West",AdColony,2014/8,0.290791958691,Other
CFO,Findly,2013/1,1.8716138765,Other
Director of Product Management,Findly,2012/10,2.12366867102,Other
Assistant Paralegal II,"Fragomen, Del Rey, Bernsen & Loewy",2013/8,1.29079195869,Assistant
Executive Assistant,Joe Fresh,2014/6,0.457915246363,Assistant
Data Architect,Nimbuzz,2013/9,1.20586045184,Other
"Sr. Director of Product Management, Job Seeker Community",Findly,2013/5,1.54284675321,Other
Human Resources Director,Mediasmith,2006/3,8.71544949294,Other
Digital Operations / Ad Ops,Carat,2012/10,2.12366867102,Other
Account Executive,Woven Digital,2013/5,1.54284675321,Other
Collections Analyst,Meltwater,2014/11,0.0387371641708,Other
"VP, Product",Findly,2012/10,2.12366867102,Other
Business Development Coordinator / Team Lead,ansarada,2012/6,2.45791524636,Other
Photographer,Infl_uence,2011/3,3.71270976691,Other
Administrator,SupplyandDemand.us,2011/1,3.87435360253,Other
Marketing and Events Manager,Dow Jones | The Wall Street Journal,2014/7,0.375723465541,Manager
JV Boys Basketball Coach,Saint Stephen's Episcopal School,2013/11,1.03873716417,Other
"Vice President, Digital Operations",Findly,2013/7,1.37572346554,Other
Client Care Consultant,Findly,2013/12,0.956545383349,Consultant
"Assistant, Consumer Insights",Carat,2013/5,1.54284675321,Assistant
SEO Specialist,M studio Design & Marketing,2014/6,0.457915246363,Other
President,Lifer Media,2009/8,5.29353168472,Other
"Senior Director, Services",Findly,2013/6,1.45791524636,Other
Client Services Supervisor,Pandora,2013/3,1.70997004088,Other
"Product Designer, Learning & Development",LinkedIn,2013/11,1.03873716417,Designer
Product Designer,Freelancing,2005/1,9.87709332855,Designer
BizOps,OrderAhead,2013/7,1.37572346554,Other
Public Relations & Special Events,Piccen,2014/2,0.78668236965,Other
Public Relations and Brand Strategist,PUSH Strength,2013/9,1.20586045184,Other
Marketing and Public Relations Coordinator,Kurtz Collection / New Moon Rugs,2012/11,2.03873716417,Other
Public Relations/Editorial Associate,Wilmington University,2012/9,2.20586045184,Other
Publicist,Salter Entertainment Group (S.E.G.),2012/1,2.87435360253,Other
HR Technology Analyst,Citi,2014/10,0.12366867102,Other
Business Development Manager,Work4,2014/4,0.625038534034,Manager
Account Manager,Tremor Video,2014/2,0.78668236965,Manager
Member Services Associate,Melcrum,2014/2,0.78668236965,Other
Sales Operations Manager,Gagein,2013/12,0.956545383349,Manager
Marketing Associate,SAGE Publications,2014/10,0.12366867102,Other
Pre-Sales Engineer,Findly,2014/3,0.709970040883,Engineer
Account Executive,Ogilvy Public Relations,2014/7,0.375723465541,Other
Director of Ad Operations | Digital Entertainment,Shandy Media-previously Rev New Media,2013/11,1.03873716417,Other
Organ Administrative Specialist,California Transplant Donor Network,2014/7,0.375723465541,Other
Account Manager,Findly,2012/10,2.12366867102,Manager
Senior Delivery Consultant - Project Management & Implementation,Findly,2014/3,0.709970040883,Consultant
Assistant Account Executive,Tierney,2014/4,0.625038534034,Assistant
Instructional Designer,ClearSlide,2014/7,0.375723465541,Designer
"Director, Customer Success",Talemetry Inc.,2014/10,0.12366867102,Other
Account Executive - Media & Entertainment,Google,2014/3,0.709970040883,Other
PR and Media Executive,Perfect Motion Sports Marketing,2014/5,0.542846753212,Other
Account Coordinator,RedFlash Group,2014/10,0.12366867102,Other
Assistant Account Executive,BooneOakley,2013/5,1.54284675321,Assistant
Client Care Consultant,Findly,2013/5,1.54284675321,Consultant
Account Manager,Innovid,2014/11,0.0387371641708,Manager
Account Coordinator,Innovid,2013/10,1.12366867102,Other
"Senior Sales Executive, Central",TVU networks,2014/8,0.290791958691,Other
Account Executive,Turner Sports,2014/5,0.542846753212,Other
Photographer,Eleanor Ferrer,2010/1,4.87435360253,Other
Media Planner,Carat,2013/4,1.62503853403,Other
"Integration Solution Architect, Staffing & Recruiting Group",CareerBuilder.com,2013/9,1.20586045184,Other
Research Associate- Minnesota,CoStar Group,2013/2,1.78668236965,Research
Direct Sales Senior Account Manager,Google,2011/6,3.46065497239,Manager
"Supervisor, Consumer Insights",Carat USA | Redefining Media,2013/1,1.8716138765,Other
SVP Innovation and Chief Architect,Findly,2013/1,1.8716138765,Other
"Staff Writer, Online Content","Life Quotes, Inc.",2013/5,1.54284675321,Other
People Operations Coordinator,Pandora,2014/2,0.78668236965,Other
Owner/Photographer,"Meredith Leigh Photography, LLC",2014/4,0.625038534034,Other
Marketing Coordinator,The RADCO Companies,2013/7,1.37572346554,Other
Account Executive,HackerAgency,2014/5,0.542846753212,Other
"Manager, Revenue Operations",Pandora,2013/3,1.70997004088,Manager
Senior Associate,Sparkpr's Consultant Network,2014/9,0.205860451842,Other
Account Executive,Promotion Execution Partners,2013/8,1.29079195869,Other
Marketing Representative,Places4Students,2012/10,2.12366867102,Other
"Senior Account Manager, Media & Entertainment - Gaming",Google Inc.,2011/4,3.62777826006,Manager
QA Engineer,Dropbox,2014/8,0.290791958691,Engineer
User Operations Engineer,Dropbox,2011/8,3.29353168472,Engineer
Account Executive,Ogilvy PR Australia,2014/4,0.625038534034,Other
Associate Consultant,FleishmanHillard,2013/9,1.20586045184,Consultant
"Director, HCM Application Product Marketing",Oracle,2014/9,0.205860451842,Other
Transitional Assistance,County of San Bernardino,2013/6,1.45791524636,Other
National Leader,CISV International,2012/2,2.78942209568,Other
Recruiting Support Specialist - Contract,YouTube/Google through Nelson Staffing,2014/5,0.542846753212,Other
Media Manager,Sony Corporation of America,2014/9,0.205860451842,Manager
Sr. Strategic Account Manager,AOL,2010/8,4.29353168472,Manager
Technical Recruiting,Evernote,2014/3,0.709970040883,Other
Health Policy Analyst,"US Department of Health and Human Services, Division of Health Care Quality at ODPHP",2014/6,0.457915246363,Other
Senior Assessment Scientist,Findly,2012/10,2.12366867102,Scientist
National Sales Planner,Pandora,2014/8,0.290791958691,Other
Media Planner,Mediasmith,2014/5,0.542846753212,Other
Digital Sales Planner,Mashable,2014/3,0.709970040883,Other
Senior Media Planner,M&C Saatchi Mobile,2014/8,0.290791958691,Other
Client Strategist,Quantcast,2012/7,2.37572346554,Other
Public Relations Consultant,Pr2Politics,2009/4,5.62777826006,Consultant
Photographer,Brock Daves Photography,2013/4,1.62503853403,Other
SVP Global Delivery & Service,Findly,2009/12,4.95928510938,Other
Marketing Communications Manager,Findly,2012/12,1.95654538335,Manager
Account Coordinator,Twitter,2014/7,0.375723465541,Other
Donor Relations Coordinator,Ronald McDonald House Charities of Central Ohio,2014/6,0.457915246363,Other
Account Manager,Twitch,2014/5,0.542846753212,Manager
Consultant,CME Group,2013/10,1.12366867102,Consultant
Account Manager,Bernard Hodes Group,1998/12,15.9675042875,Manager
Account Manager,The Plumtree Group,2014/6,0.457915246363,Manager
SVP Assessment Science,Findly,2011/9,3.20860017787,Other
Social Media and Branding Consultant,Freelance,2013/10,1.12366867102,Consultant
"Associate, Analytics",Carat USA,2014/6,0.457915246363,Other
"Manager, Digital Operations",Grey Group,2014/9,0.205860451842,Manager
Senior Digital Marketing Associate,CBRE,2013/7,1.37572346554,Other
Academic and Administrative Support II,Alliant International University,2013/7,1.37572346554,Other
Assistant Account Executive,PCGCampbell,2014/5,0.542846753212,Assistant
Assistant Media Planner,Carat,2014/6,0.457915246363,Assistant
Social Media Coordinator,Fairplex,2012/7,2.37572346554,Other
Account Coordinator,Henson Consulting Inc.,2014/3,0.709970040883,Other
Activation Associate,MediaVest,2014/11,0.0387371641708,Other
Experiential Learning Administrative Assistant,McMaster University,2012/11,2.03873716417,Assistant
PR Coordinator - Internship,Gabriel PR,2011/5,3.54558647924,Intern
Assistant Online Media Manager,organicgirl,2013/2,1.78668236965,Manager
"VP, Engagement Director","Findly Talent, LLC (formerly Bernard HODES Group)",2011/4,3.62777826006,Other
Owner,Diversified Supply,1994/1,20.8853125066,Other
Network Operations Tech Assistant,Media-Comm,2014/8,0.290791958691,Assistant
Member of the Board of Directors,Chronic Illness Relief Fund,2013/6,1.45791524636,Other
Press and Publicity Assistant,Channel 4,2014/1,0.8716138765,Assistant
Digital Media & Marketing,Freelance,2013/2,1.78668236965,Other
Talent Program Manager,SugarCRM,2012/6,2.45791524636,PM
Marketing and Public Relations Intern,Ronald McDonald House Charities Eastern Wisconsin,2014/9,0.205860451842,Intern
Online Marketing Specialist,Merchant Centric,2014/5,0.542846753212,Other
Sr Digital Ad Operations Associate,Carat,2014/3,0.709970040883,Other
Marketing Manager,Starburst Piano & Voice Studios,2013/5,1.54284675321,Manager
Marketing Manager,DataPop,2014/2,0.78668236965,Manager
Account Manager,Woven Digital,2014/1,0.8716138765,Manager
Recruiting and Onboarding Specialist,SelectQuote Insurance Services,2014/7,0.375723465541,Other
Software Development Team Lead,Findly,2014/4,0.625038534034,Software Eng
Senior Quality Assurance Engineer,R/GA,2012/7,2.37572346554,Engineer
Outreach Strategist,Greenlight,2014/9,0.205860451842,Other
Senior Director of Client Services / Operations,Findly,2007/6,7.46339469842,Other
Account Manager/Orchestrator of your stories,"Impressions WHQ, Inc.",2013/5,1.54284675321,Manager
General Construction Field Engineer,Pacific Gas and Electric Company,2012/10,2.12366867102,Engineer
Marketing Consultant,Independent,2013/8,1.29079195869,Consultant
Contributor,Getty Images,2013/5,1.54284675321,Other
Operations Lead,Uncubed,2012/12,1.95654538335,Other
Owner/ Author,DIY Made Simple,2014/1,0.8716138765,Other
Director of Social Media and Community Relations,Monkey Bar Storage,2013/9,1.20586045184,Other
Press Secretary,Evan Falchuk for Governor of Massachusetts,2014/5,0.542846753212,Other
Development Coordinator,Flagler Humane Society,2014/1,0.8716138765,Other
Client Success Manager,"RealPage, Inc.",2013/11,1.03873716417,Manager
Account Executive- Business Integrated Solutions,AT&T,2013/2,1.78668236965,Other
Production Planning Assistant,PVH Corp.,2014/5,0.542846753212,Assistant
"Sr. Account Executive, Games Sales",IGN,2008/7,6.37846319157,Other
Associate Vice President,Paragon Public Relations LLC,2014/7,0.375723465541,Other
Marketing Communications Coordinator,OnPay Solutions,2014/9,0.205860451842,Other
Sales Associate,Dillards,2014/2,0.78668236965,Other
Client Services,TI Group,2014/4,0.625038534034,Other
Client Services,"Traction Partners, Inc",2014/6,0.457915246363,Other
Client Success Manager,Findly,2012/12,1.95654538335,Manager
Blogger,Life Between Reads,2014/8,0.290791958691,Other
Community Relations Officer,Ada County Sheriff's Office,2013/5,1.54284675321,Other
MarCom Coordinator,"Association Headquarters, Inc.",2014/10,0.12366867102,Other
People Operations Coordinator,Pandora,2013/4,1.62503853403,Other
Senior iOS Engineer,Twitter,2014/10,0.12366867102,Engineer
Director of Quality Assurance,Findly - On Demand Talent,2013/4,1.62503853403,Other
Data Scientist,LinkedIn,2014/6,0.457915246363,Scientist
"VP, Creative Director",Findly,1991/1,23.8880522327,Other
Assistant Restaurant Manager,Hilton Garden Inn,2014/8,0.290791958691,Manager
Senior Research Associate,Duke University Medical Center,2013/3,1.70997004088,Research
Full Stack Software Engineer,Groupon,2013/9,1.20586045184,Software Eng
Corporate Recruiter,Findly,2012/4,2.62503853403,Other
Team Lead,Theorem,2013/2,1.78668236965,Other
Producer,WFAN,2013/12,0.956545383349,Other
Tape Operator,CBS Sports Radio,2013/1,1.8716138765,Other
Board Operator,WFAN,2013/1,1.8716138765,Other
Athletic Director,Camp Monroe,2012/6,2.45791524636,Other
Financial Analyst Asc.,Lockheed Martin,2014/1,0.8716138765,Other
Technical Lead - Maize Online Assessments,Findly,2012/10,2.12366867102,Other
School Counselor,Silicon Valley Flex Academy,2014/10,0.12366867102,Other
Marketing and Business Development Coordinator,Electric Styles,2013/12,0.956545383349,Other
Group Financial Officer,First Advantage,2010/9,4.20860017787,Other
Client Success Manager,Findly,2012/10,2.12366867102,Manager
Corporate Business Development,Gigya,2014/3,0.709970040883,Other
Barista,Starbucks,2014/6,0.457915246363,Other
"Digital Marketing Coordinator, Owned Brands",Walgreens,2014/3,0.709970040883,Other
"Community and Content Manager, Consultant",Freelance Social Media and Content Marketing,2014/1,0.8716138765,Manager
Board of Directors,Girls Education International 501(c)3,2013/3,1.70997004088,Other
Senior Associate,PwC,2013/9,1.20586045184,Other
Finance and Business Affairs Intern,John Wells Productions,2013/6,1.45791524636,Intern
"Campaign Manager, East Coast Ad Operations and Inside Sales",Pandora,2010/8,4.29353168472,Manager
Director of Communications,News for Chinese,2013/8,1.29079195869,Other
Assistant Project Manager,Cahill Contractors,2014/1,0.8716138765,PM
Project Engineer,Cahill Contractors,2012/1,2.87435360253,Engineer
Product Manager - Bébé Confort & Safety 1st,Dorel Juvenile Group,2013/2,1.78668236965,Manager
Account Manager - Entertainment & News,CBS Interactive,2014/1,0.8716138765,Manager
Copywriter,HERO Marketing & Advertising,2014/8,0.290791958691,Other
Writer,Freelance,2013/4,1.62503853403,Other
Senior Test Analyst & Certified Scrum Master,Yellow New Zealand,2011/12,2.95928510938,Other
Change Management-Communication Analyst,Westfield Group/Westfield Insurance,2013/5,1.54284675321,Other
Receptionist,Trinity Mutual,2013/9,1.20586045184,Other
IT Contractor,Nomisoft Limited,2014/6,0.457915246363,Other
Business Analyst - Contract,Auckland Council,2014/6,0.457915246363,Other
"Project Manager/ Technical Business Analyst, Mobile Apps",Findly,2013/3,1.70997004088,PM
Director of Outreach and Resource Development,Israeli Startups NYC,2014/10,0.12366867102,Other
Aliyah Coordinator/ Office Manager,The Jewish Agency for Israel,2013/5,1.54284675321,Manager
Fashion Stylist,BCBGMAXAZRIAGROUP,2013/2,1.78668236965,Other
Administrative Assistant - Independent Contractor,ADP,2013/10,1.12366867102,Assistant
Director - Independent Designer,Origami Owl,2011/12,2.95928510938,Designer
Project Engineer / Communications Specialist,SGI Construction Management,2013/2,1.78668236965,Engineer
"Sr. Account Manager, Mobile","Conversant, Inc.",2014/6,0.457915246363,Manager
Consultant,Self-Employed,2014/1,0.8716138765,Consultant
Account Executive,IGN Entertainment,2013/9,1.20586045184,Other
Communications Consultant,Wells Fargo,2014/8,0.290791958691,Consultant
Marketing Coordinator,SWANA,2013/6,1.45791524636,Other
Digital Alchemist,Alchemy GP,2014/3,0.709970040883,Other
Blog Content Writer,Braathe Enterprises,2012/10,2.12366867102,Other
Sales Coordinator,"iHeartMedia, Inc.",2014/7,0.375723465541,Other
Account Manager,Elite SEM,2014/9,0.205860451842,Manager
Corporate Communications Coordinator,Hitachi Solutions Canada,2013/11,1.03873716417,Other
Social Worker Assistant,Mission Creek SteppingStone Adult Day Health Care Center,2012/1,2.87435360253,Assistant
Product Advisor,Microsoft,2012/5,2.54284675321,Other
Public Relations Intern,Premier Concepts Public Relations,2012/2,2.78942209568,Intern
"Associate, Planning",Carat USA,2014/6,0.457915246363,Other
Sales Planner,Spotify,2014/6,0.457915246363,Other
Broadcasting Relations Intern,TuneIn,2014/10,0.12366867102,Intern
Lead Software Enginner,Triggit,2012/10,2.12366867102,Software Eng
Client Success Manager,Findly,2012/10,2.12366867102,Manager
Director of Marketing,Olson Wealth Advisory,2013/6,1.45791524636,Other
Principal Delivery Consultant,Findly,2014/10,0.12366867102,Consultant
Account Executive,Legato Healthcare Marketing,2013/12,0.956545383349,Other
Digital Analyst,Findly Talent LLC,2014/8,0.290791958691,Other
Strategy and Ops Lead,Uncubed,2012/3,2.70997004088,Other
Research Assistant,"University of Utah, Utah Autism Research Project",2012/6,2.45791524636,Research
Account Coordinator,SpeakerBox Communications,2013/6,1.45791524636,Other
Marketing and PR Associate,"Visual Computer Solutions, Inc",2013/1,1.8716138765,Other
Assessment Scientist,Findly,2013/8,1.29079195869,Scientist
Production Designer,Findly,2013/7,1.37572346554,Designer
Contributing Writer at Forked River Gazzette,The Forked River Gazette,2014/10,0.12366867102,Other
Founder of Blog/Writer,ItalianCityGirl Blog,2013/11,1.03873716417,Founder
Free Lance Floral Designer/Weddings/Events,Primrose and Company Events,2000/9,14.2140796299,Designer
People Care Consultant,Findly,2013/5,1.54284675321,Consultant
Graphic Designer,Findly,2012/10,2.12366867102,Designer
Program Coordinator,Vanderbilt University,2014/9,0.205860451842,Other
Meta Mentor,Meta,2014/8,0.290791958691,Other
Product Education and Communications Specialist,Findly,2013/9,1.20586045184,Other
Media Strategist,SMITH & JONES,2013/11,1.03873716417,Other
Community Services Specialist,Momentum for Mental Health,2014/9,0.205860451842,Other
Software Engineer,LinkedIn,2014/4,0.625038534034,Software Eng
Logistics Analyst,"TMC, a division of C.H. Robinson Worldwide, Inc",2013/10,1.12366867102,Other
Publisher Relations Executive,Teads.tv,2014/5,0.542846753212,Other
Freelance,Social Media and Public Relations,2011/8,3.29353168472,Other
Paralegal,Minami Tamaki,2014/1,0.8716138765,Other
Receptionist,Color Art Integrated Interiors,2014/4,0.625038534034,Other
Social Media Analyst,CCA DGC,2013/9,1.20586045184,Other
Account Coordinator,CBS Interactive,2014/9,0.205860451842,Other
CMO,Findly,2012/11,2.03873716417,Other
Service Level 2 / Account Modify,Findly,2012/10,2.12366867102,Other
Territory Manager,Waterlogic International,2012/9,2.20586045184,Manager
Field Organizer,Charlie Crist for Governor,2014/7,0.375723465541,Other
Intern,Human Rights Watch,2014/1,0.8716138765,Intern
Software Architect,Findly,2012/10,2.12366867102,Software Eng
Sr. Copywriter,Findly.com,2013/7,1.37572346554,Other
Owner/Copywriter,Enlightenment Productions,2002/8,12.2990111368,Other
